		1996	1996	1996	1996	1996	1996	1998	1998	1998	1998	1998	1998	2000	2000	2000	2000	2000	2000	2002	2002	2002	2002	2002	2002	2003	2003	2003	2003	2003	2003	2004	2004	2004	2004	2004	2004	2005	2005	2005	2005	2005	2005	2006	2006	2006	2006	2006	2006	2007	2007	2007	2007	2007	2007	2008	2008	2008	2008	2008	2008	2009	2009	2009	2009	2009	2009	2010	2010	2010	2010	2010	2010	2011	2011	2011	2011	2011	2011	2012	2012	2012	2012	2012	2012	2013	2013	2013	2013	2013	2013	2014	2014	2014	2014	2014	2014	2015	2015	2015	2015	2015	2015	2016	2016	2016	2016	2016	2016	2017	2017	2017	2017	2017	2017	2018	2018	2018	2018	2018	2018	2019	2019	2019	2019	2019	2019
Country/Territory	Code	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper
Macao SAR. China	MAC	0.42	0.48	1.00	69.35	44.09	84.41	0.46	0.46	1.00	69.07	44.85	85.05	0.43	0.47	1.00	69.54	44.16	85.28	-0.06	0.44	1.00	55.56	26.77	75.76	0.89	0.40	1.00	80.30	62.12	91.41	1.42	0.40	1.00	90.73	75.61	97.07	0.52	0.23	2.00	69.76	58.05	79.02	0.35	0.26	2.00	66.83	55.61	74.15	0.45	0.30	2.00	71.36	56.80	79.13	0.44	0.27	2.00	69.42	58.74	78.16	0.16	0.20	3.00	62.68	53.59	71.29	0.42	0.20	3.00	69.52	60.48	73.81	0.44	0.26	3.00	70.62	57.35	77.73	0.43	0.26	3.00	70.14	58.77	76.78	0.55	0.25	3.00	70.62	62.56	80.57	0.85	0.24	3.00	77.40	68.27	87.02	0.61	0.23	3.00	70.19	63.46	80.29	0.85	0.26	3.00	78.37	66.35	88.94	0.64	0.24	3.00	72.12	62.98	82.21	0.72	0.25	3.00	76.92	63.46	82.69	0.70	0.25	3.00	75.00	63.46	83.65
Morocco	MAR	-0.11	0.26	4.00	53.23	34.95	63.44	0.11	0.21	6.00	60.82	48.97	69.07	-0.11	0.22	6.00	54.31	36.55	63.96	-0.19	0.18	7.00	50.51	36.87	60.61	-0.26	0.18	9.00	47.98	34.85	58.59	-0.14	0.16	10.00	52.68	40.49	58.05	-0.31	0.17	10.00	47.32	34.63	55.61	-0.41	0.15	13.00	39.51	30.24	52.68	-0.34	0.15	13.00	44.66	32.52	54.85	-0.38	0.15	14.00	41.75	31.07	53.88	-0.33	0.16	14.00	45.45	32.06	56.46	-0.20	0.16	14.00	52.86	39.05	60.00	-0.40	0.15	15.00	42.18	28.91	54.03	-0.44	0.13	16.00	39.81	29.38	51.66	-0.37	0.13	16.00	44.08	34.12	54.03	-0.27	0.13	15.00	50.00	36.54	55.29	-0.22	0.14	14.00	52.40	40.87	57.21	-0.13	0.14	13.00	53.85	43.27	59.62	-0.14	0.13	14.00	52.40	44.23	58.65	-0.22	0.13	14.00	47.60	39.90	57.21	-0.28	0.14	14.00	45.67	34.13	54.33
Monaco	MCO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Moldova	MDA	-0.44	0.28	3.00	39.78	19.35	57.53	-0.42	0.19	6.00	42.27	29.90	51.55	-0.66	0.19	7.00	31.47	16.24	43.65	-0.95	0.17	7.00	19.19	6.06	31.82	-0.85	0.17	8.00	21.21	10.10	34.85	-0.98	0.16	10.00	14.63	8.78	26.34	-0.67	0.14	11.00	30.24	18.05	42.44	-0.64	0.15	12.00	31.22	19.51	40.00	-0.66	0.15	13.00	29.13	18.93	38.83	-0.63	0.14	13.00	31.55	19.42	40.29	-0.70	0.15	12.00	26.79	18.18	38.76	-0.67	0.14	13.00	29.05	19.05	40.48	-0.62	0.14	13.00	31.28	20.38	43.13	-0.61	0.13	14.00	31.75	22.27	42.65	-0.75	0.13	13.00	23.22	16.11	35.55	-0.85	0.13	13.00	20.67	12.98	29.81	-0.91	0.13	12.00	18.27	11.06	26.92	-0.95	0.13	12.00	14.90	11.06	24.52	-0.80	0.12	12.00	21.15	14.90	30.77	-0.73	0.13	12.00	25.96	16.35	35.58	-0.62	0.14	11.00	29.81	21.15	39.90
Madagascar	MDG	-0.37	0.32	3.00	44.09	19.35	60.75	-0.79	0.27	5.00	26.29	6.70	44.33	-0.45	0.27	5.00	38.58	21.32	57.36	-0.18	0.26	5.00	51.52	32.32	63.64	-0.20	0.20	7.00	51.52	35.35	61.11	-0.28	0.18	8.00	49.27	33.17	56.10	-0.07	0.18	9.00	55.12	43.41	60.98	-0.19	0.15	12.00	52.68	39.02	59.02	-0.19	0.16	12.00	51.94	37.86	58.25	-0.27	0.15	12.00	49.03	36.41	57.77	-0.34	0.16	12.00	44.50	31.10	55.98	-0.43	0.15	13.00	40.95	28.57	53.33	-0.48	0.15	13.00	39.34	23.70	50.71	-0.67	0.14	15.00	28.91	18.96	38.86	-0.75	0.13	16.00	23.70	16.11	35.55	-0.84	0.13	15.00	21.63	13.46	30.77	-0.85	0.13	15.00	20.19	12.98	31.25	-0.91	0.14	15.00	16.35	12.02	26.92	-1.05	0.13	15.00	13.46	9.62	18.27	-1.00	0.13	14.00	14.90	10.58	23.56	-1.01	0.14	15.00	15.87	10.10	23.56
Maldives	MDV	-0.32	0.34	2.00	46.77	19.35	62.90	-0.38	0.30	3.00	43.30	22.16	60.31	-0.38	0.27	4.00	43.15	25.38	58.88	-0.18	0.29	4.00	51.01	31.82	64.65	-0.05	0.27	4.00	57.07	36.36	70.20	-0.35	0.25	5.00	43.90	24.88	56.59	-0.44	0.24	5.00	42.44	20.98	55.61	-0.60	0.26	5.00	33.17	16.10	52.68	-0.86	0.26	5.00	19.90	5.83	38.35	-0.82	0.25	5.00	21.36	5.83	40.29	-0.67	0.27	5.00	28.23	11.96	50.72	-0.55	0.26	6.00	34.76	16.67	54.29	-0.55	0.25	6.00	34.60	17.54	54.03	-0.70	0.25	6.00	27.96	11.85	47.39	-0.75	0.26	7.00	24.17	9.95	45.97	-0.38	0.27	6.00	43.75	22.60	58.65	-0.48	0.27	6.00	37.98	17.31	56.25	-0.67	0.27	5.00	28.85	12.02	50.00	-0.79	0.27	5.00	21.63	10.10	44.23	-0.89	0.27	5.00	17.31	8.17	38.94	-0.26	0.27	5.00	46.15	26.44	60.58
Mexico	MEX	-0.51	0.21	6.00	36.02	23.12	50.54	-0.45	0.18	7.00	39.18	29.38	50.52	-0.25	0.19	7.00	47.72	33.50	58.88	-0.18	0.17	8.00	52.53	39.39	60.61	-0.17	0.17	9.00	54.04	40.40	61.11	-0.30	0.15	12.00	46.34	34.63	54.15	-0.27	0.15	12.00	49.27	38.05	56.10	-0.26	0.14	15.00	47.32	37.56	56.10	-0.27	0.15	15.00	49.03	36.41	56.80	-0.24	0.15	15.00	50.00	37.86	58.74	-0.30	0.15	15.00	47.85	33.97	56.94	-0.36	0.15	16.00	42.86	31.90	54.29	-0.40	0.14	17.00	41.71	29.86	53.55	-0.41	0.13	17.00	42.65	31.28	51.66	-0.51	0.13	16.00	37.44	26.07	46.92	-0.76	0.13	15.00	24.52	14.90	34.62	-0.77	0.13	15.00	24.04	14.42	32.69	-0.72	0.13	15.00	25.96	14.90	35.10	-0.93	0.12	14.00	16.35	12.02	25.00	-0.85	0.12	15.00	19.23	12.98	27.40	-0.82	0.13	15.00	22.60	14.90	30.29
Marshall Islands	MHL	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	-0.58	0.57	1.00	33.51	0.52	65.98	-0.29	0.39	2.00	46.19	18.78	65.99	-0.48	0.44	2.00	37.37	6.06	63.64	-0.83	0.43	2.00	21.72	0.51	55.56	-0.57	0.41	2.00	33.66	8.78	57.07	-0.46	0.41	2.00	40.98	12.68	60.49	-0.55	0.43	2.00	35.12	7.32	60.00	-0.61	0.42	2.00	32.52	5.34	58.25	-0.57	0.44	2.00	34.47	4.37	61.65	-0.34	0.40	3.00	43.54	17.70	66.51	-0.33	0.39	3.00	45.24	16.67	64.76	-0.33	0.40	3.00	45.97	17.54	66.82	-0.26	0.39	3.00	48.34	18.96	67.30	-0.04	0.42	2.00	58.77	26.07	72.99	-0.11	0.48	2.00	54.33	17.79	74.04	-0.12	0.43	2.00	54.81	20.67	69.71	-0.05	0.43	2.00	56.25	23.08	72.60	0.00	0.45	2.00	57.21	24.52	75.96	-0.07	0.44	2.00	54.33	23.56	74.52	-0.04	0.47	2.00	54.81	22.60	75.96
North Macedonia	MKD	-0.61	0.28	3.00	32.26	14.52	51.08	-0.51	0.19	5.00	35.57	24.74	48.97	-0.60	0.19	6.00	32.49	19.29	46.19	-0.80	0.17	6.00	26.77	10.61	35.86	-0.64	0.16	8.00	31.31	18.18	43.43	-0.50	0.15	10.00	36.10	25.37	50.24	-0.45	0.15	10.00	41.95	28.78	51.71	-0.37	0.15	11.00	41.46	32.20	53.66	-0.36	0.15	11.00	43.20	32.52	54.85	-0.19	0.14	12.00	52.91	39.32	59.22	-0.13	0.15	12.00	55.02	42.58	60.77	-0.08	0.14	12.00	55.71	47.14	62.38	-0.09	0.15	10.00	55.92	45.50	62.56	-0.04	0.14	11.00	57.35	47.87	63.03	-0.05	0.14	11.00	57.35	46.92	63.03	-0.02	0.15	11.00	56.73	49.52	62.02	-0.26	0.15	11.00	50.00	36.54	57.21	-0.29	0.15	11.00	46.63	33.17	56.25	-0.31	0.15	10.00	45.19	33.65	54.81	-0.36	0.16	9.00	42.31	27.88	53.85	-0.41	0.15	10.00	38.94	27.88	50.00
Mali	MLI	-0.78	0.32	3.00	25.81	3.76	48.92	-0.85	0.27	5.00	24.23	4.12	42.27	-0.84	0.27	5.00	24.87	5.58	39.09	-0.68	0.25	6.00	31.31	10.61	46.97	-0.67	0.20	8.00	29.80	12.63	44.95	-0.59	0.18	9.00	31.71	20.49	46.34	-0.50	0.18	9.00	38.54	22.44	51.71	-0.48	0.16	11.00	38.54	26.34	48.78	-0.43	0.17	11.00	38.83	28.16	53.40	-0.53	0.16	11.00	35.44	21.84	49.03	-0.67	0.16	12.00	27.75	19.14	40.19	-0.68	0.15	13.00	28.57	18.10	40.48	-0.64	0.15	13.00	29.86	19.91	43.13	-0.83	0.15	13.00	22.27	13.27	33.65	-0.79	0.15	14.00	22.27	14.69	35.55	-0.75	0.15	13.00	26.44	14.90	36.06	-0.68	0.14	14.00	27.88	17.31	40.87	-0.65	0.15	14.00	30.29	16.35	40.38	-0.64	0.13	14.00	28.85	18.27	41.83	-0.70	0.14	14.00	26.92	16.35	37.98	-0.70	0.15	14.00	26.92	17.31	35.10
Malta	MLT	0.48	0.42	2.00	71.51	49.46	83.87	0.56	0.43	2.00	72.16	51.55	85.05	0.96	0.43	2.00	83.25	63.96	92.39	0.80	0.37	2.00	78.28	62.63	88.89	0.95	0.28	3.00	81.82	71.72	89.39	0.85	0.27	3.00	78.54	67.80	87.32	0.82	0.25	3.00	78.54	67.32	84.39	1.01	0.23	4.00	80.98	73.17	90.73	1.02	0.24	4.00	81.55	73.79	91.26	1.00	0.24	4.00	81.55	73.79	90.78	0.77	0.20	6.00	74.16	70.33	82.78	0.79	0.20	6.00	74.76	70.48	82.86	0.77	0.20	6.00	73.46	69.67	81.99	0.94	0.19	6.00	79.15	72.51	85.31	0.98	0.19	6.00	81.04	73.46	87.20	0.85	0.18	6.00	77.88	70.67	82.69	0.90	0.18	6.00	78.85	69.71	84.13	0.72	0.19	6.00	75.48	66.35	81.25	0.74	0.16	6.00	76.92	66.83	81.73	0.58	0.18	6.00	71.63	63.46	80.29	0.24	0.20	6.00	61.54	51.92	70.67
Myanmar	MMR	-1.50	0.26	4.00	1.61	0.00	14.52	-1.34	0.23	4.00	2.58	0.00	17.53	-1.39	0.26	4.00	3.05	0.00	16.24	-1.32	0.22	4.00	3.03	0.00	17.68	-1.48	0.22	5.00	1.52	0.00	10.10	-1.65	0.20	6.00	0.98	0.00	7.80	-1.54	0.20	6.00	0.98	0.00	9.76	-1.66	0.21	6.00	0.49	0.00	6.83	-1.63	0.21	6.00	0.49	0.00	6.80	-1.62	0.21	6.00	0.97	0.00	4.85	-1.66	0.21	6.00	0.48	0.00	4.31	-1.67	0.20	6.00	0.48	0.00	3.33	-1.59	0.19	7.00	0.47	0.00	5.69	-1.06	0.16	9.00	13.74	3.32	22.75	-1.00	0.14	11.00	16.11	9.00	22.75	-0.88	0.14	12.00	20.19	12.50	29.81	-0.84	0.14	12.00	20.67	12.98	31.25	-0.62	0.14	12.00	32.21	18.27	42.31	-0.57	0.13	12.00	32.21	22.12	44.23	-0.59	0.14	12.00	30.29	22.60	42.31	-0.63	0.15	11.00	28.85	19.71	40.87
Mongolia	MNG	0.11	0.32	3.00	60.75	41.40	73.12	0.06	0.29	4.00	57.73	42.27	70.62	-0.31	0.26	5.00	45.69	27.92	61.42	-0.01	0.26	5.00	58.08	40.91	71.21	-0.20	0.23	6.00	51.01	34.34	62.12	-0.40	0.21	7.00	41.46	25.37	54.63	-0.61	0.19	8.00	32.68	18.05	47.80	-0.58	0.19	8.00	34.63	19.51	46.83	-0.61	0.20	9.00	32.04	18.45	48.54	-0.66	0.18	11.00	29.61	17.96	41.75	-0.76	0.15	14.00	24.88	16.75	36.84	-0.74	0.15	14.00	25.24	16.67	38.10	-0.69	0.15	14.00	26.07	18.48	39.81	-0.54	0.14	15.00	35.55	25.59	46.92	-0.48	0.14	14.00	38.39	26.54	48.82	-0.47	0.14	13.00	37.02	27.40	50.00	-0.49	0.13	15.00	37.50	26.44	48.08	-0.49	0.13	14.00	36.54	26.92	47.60	-0.45	0.12	14.00	41.83	28.37	48.08	-0.43	0.13	14.00	39.90	27.88	46.63	-0.44	0.14	13.00	37.50	27.88	48.08
Montenegro	MNE	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	0.52	0.43	1.00	71.13	50.00	85.05	-0.17	0.49	1.00	53.30	16.24	73.60	-0.15	0.55	1.00	53.54	11.62	77.78	-0.40	0.29	2.00	41.92	19.19	60.10	-0.46	0.29	2.00	38.05	17.56	56.10	-0.35	0.23	3.00	45.85	25.37	57.07	-0.40	0.21	6.00	40.00	25.37	56.10	-0.33	0.19	7.00	47.09	30.10	56.80	-0.21	0.16	9.00	51.94	37.86	59.22	-0.20	0.16	9.00	53.59	37.80	59.81	-0.23	0.15	10.00	51.43	38.10	58.10	-0.20	0.15	9.00	53.08	39.81	58.29	-0.11	0.16	9.00	55.92	43.60	62.09	-0.25	0.17	9.00	49.76	36.49	59.24	-0.06	0.17	9.00	55.29	44.71	62.02	-0.13	0.16	10.00	53.85	42.31	60.58	-0.10	0.17	10.00	54.33	42.79	62.02	-0.09	0.16	10.00	54.81	44.23	60.58	0.02	0.16	10.00	58.17	46.15	63.46	-0.03	0.17	9.00	55.29	44.23	62.02
Mozambique	MOZ	-0.42	0.26	4.00	40.86	23.66	57.53	-0.43	0.21	6.00	41.24	26.80	53.61	-0.43	0.22	6.00	39.09	26.40	57.36	-0.51	0.19	7.00	36.36	25.25	49.49	-0.60	0.18	9.00	32.83	18.69	45.96	-0.60	0.16	11.00	31.22	20.98	44.88	-0.53	0.16	11.00	37.07	22.44	49.27	-0.62	0.15	14.00	32.20	19.51	40.98	-0.52	0.15	14.00	35.92	23.30	49.03	-0.49	0.15	14.00	37.86	25.24	49.51	-0.44	0.15	14.00	40.19	26.79	53.59	-0.45	0.15	14.00	40.48	27.14	52.86	-0.49	0.15	14.00	38.86	23.22	50.71	-0.57	0.15	14.00	34.60	22.75	46.45	-0.60	0.15	15.00	34.12	21.33	44.08	-0.67	0.14	14.00	29.33	17.79	40.87	-0.75	0.15	13.00	24.52	14.42	36.54	-0.88	0.15	12.00	17.79	12.02	31.73	-0.83	0.13	13.00	18.75	12.50	29.81	-0.78	0.14	13.00	24.04	14.42	32.21	-0.80	0.15	13.00	23.56	14.90	31.25
Mauritania	MRT	-0.56	0.34	2.00	34.41	12.90	57.53	-0.47	0.28	4.00	37.63	19.07	54.64	-0.45	0.27	4.00	37.56	19.80	57.36	-0.03	0.28	4.00	57.07	36.87	71.21	-0.03	0.27	4.00	57.58	38.89	71.21	-0.53	0.23	6.00	35.61	18.05	52.68	-0.56	0.21	7.00	35.61	18.05	51.71	-0.74	0.17	10.00	26.34	16.59	38.54	-0.58	0.17	10.00	33.98	19.42	48.54	-0.79	0.17	10.00	23.30	13.59	36.41	-0.61	0.16	11.00	30.62	20.10	43.54	-0.72	0.17	11.00	26.19	16.67	40.48	-0.63	0.16	11.00	30.81	19.43	44.08	-0.78	0.17	11.00	24.17	13.27	37.44	-0.83	0.17	12.00	21.80	11.85	35.07	-0.93	0.17	11.00	16.83	9.13	29.81	-0.92	0.17	11.00	17.31	10.10	29.33	-0.74	0.17	11.00	24.52	13.46	36.54	-0.75	0.17	11.00	23.08	13.94	38.94	-0.81	0.16	11.00	23.08	12.50	34.13	-0.86	0.17	10.00	20.19	12.02	30.29
Martinique	MTQ	0.87	0.48	1.00	80.11	59.14	91.40	0.92	0.46	1.00	81.96	61.34	92.27	0.90	0.47	1.00	82.23	61.42	92.39	0.88	0.44	1.00	80.81	61.11	91.41	0.89	0.40	1.00	80.30	62.12	91.41	0.90	0.40	1.00	81.46	60.98	91.71	0.80	0.34	1.00	77.56	61.95	89.27	0.78	0.42	1.00	76.59	59.51	91.71	0.79	0.42	1.00	76.70	59.71	91.75	0.81	0.40	1.00	77.18	61.65	91.75	0.84	0.43	1.00	77.03	61.24	90.91	0.82	0.43	1.00	77.14	60.95	90.95	0.80	0.42	1.00	75.83	61.14	89.57	0.79	0.43	1.00	76.30	60.66	90.52	0.79	0.44	1.00	76.78	59.72	89.57	1.23	0.42	1.00	87.02	69.23	95.19	1.22	0.42	1.00	87.02	68.27	95.19	1.23	0.42	1.00	87.50	68.75	94.71	1.24	0.40	1.00	86.54	70.67	95.19	1.24	0.40	1.00	86.54	71.15	94.71	1.23	0.41	1.00	87.50	70.19	95.19
Mauritius	MUS	0.03	0.32	2.00	58.06	36.56	72.58	0.34	0.24	4.00	65.98	54.64	76.80	0.38	0.22	5.00	68.53	57.87	77.16	0.46	0.19	6.00	71.72	61.11	77.78	0.30	0.18	7.00	64.65	58.59	75.25	0.25	0.17	8.00	61.46	55.61	72.20	0.32	0.17	8.00	64.39	57.07	71.22	0.35	0.16	9.00	66.34	59.51	72.68	0.44	0.16	9.00	70.87	60.19	74.27	0.52	0.16	9.00	71.84	63.11	74.27	0.54	0.17	9.00	72.25	65.07	74.64	0.56	0.17	9.00	72.38	63.81	77.14	0.54	0.16	11.00	71.56	64.45	75.83	0.30	0.17	11.00	65.40	59.72	72.04	0.29	0.17	12.00	64.93	59.24	70.62	0.35	0.17	12.00	65.87	58.65	71.63	0.29	0.16	13.00	65.87	57.69	68.75	0.20	0.17	13.00	62.98	55.29	67.31	0.20	0.17	12.00	62.02	54.81	67.79	0.27	0.15	13.00	62.98	57.69	69.23	0.32	0.16	13.00	63.94	59.13	70.67
Malawi	MWI	-0.32	0.26	4.00	47.31	26.34	60.75	-0.25	0.21	6.00	47.42	32.47	59.28	-0.27	0.22	6.00	47.21	31.47	59.39	-0.96	0.19	7.00	18.18	4.55	31.82	-0.73	0.18	9.00	27.27	11.62	40.40	-0.77	0.16	10.00	25.37	14.15	35.61	-0.71	0.16	11.00	27.80	17.07	41.95	-0.55	0.16	12.00	36.10	21.46	46.34	-0.51	0.18	12.00	36.41	20.87	50.97	-0.45	0.16	13.00	38.35	27.18	53.40	-0.40	0.16	13.00	40.67	27.27	54.55	-0.49	0.16	14.00	38.10	24.76	52.38	-0.42	0.16	14.00	40.76	27.01	54.03	-0.47	0.14	15.00	38.39	27.96	50.24	-0.61	0.14	15.00	33.65	21.33	43.60	-0.75	0.14	13.00	25.96	14.90	36.06	-0.77	0.14	14.00	23.56	13.94	33.65	-0.76	0.14	14.00	22.60	13.46	33.17	-0.66	0.13	14.00	27.88	18.27	41.83	-0.74	0.13	14.00	25.00	15.87	34.62	-0.78	0.14	14.00	24.04	15.38	32.69
Malaysia	MYS	0.38	0.19	7.00	66.13	59.14	74.73	0.45	0.17	8.00	68.04	61.34	76.80	0.34	0.16	8.00	65.99	58.88	73.60	0.27	0.16	8.00	64.14	59.60	72.73	0.34	0.15	10.00	68.69	61.11	75.25	0.34	0.14	12.00	65.85	58.05	72.20	0.20	0.14	12.00	59.51	56.10	67.32	0.23	0.13	14.00	62.44	57.56	70.24	0.19	0.14	14.00	61.65	56.80	70.39	-0.05	0.14	14.00	56.80	48.54	61.65	-0.06	0.13	14.00	56.94	49.28	62.20	0.09	0.13	15.00	60.95	54.29	65.24	0.03	0.14	16.00	57.82	53.08	63.98	0.24	0.13	16.00	63.98	59.72	70.14	0.35	0.13	15.00	67.30	62.09	70.62	0.41	0.12	13.00	66.83	61.54	70.67	0.24	0.12	14.00	63.46	58.17	67.31	0.10	0.13	14.00	60.10	53.85	65.38	0.03	0.12	13.00	58.17	49.52	62.50	0.31	0.13	12.00	63.94	59.62	69.23	0.25	0.14	11.00	62.50	58.17	67.79
Namibia	NAM	0.81	0.26	4.00	76.88	65.05	84.41	0.69	0.21	6.00	76.29	65.98	82.47	0.58	0.22	6.00	73.10	62.44	82.74	0.11	0.18	8.00	61.11	52.53	70.20	0.24	0.18	9.00	62.63	57.07	72.73	0.16	0.16	10.00	60.00	53.66	68.29	0.20	0.16	10.00	60.00	55.12	67.32	0.24	0.17	10.00	63.41	56.10	71.71	0.32	0.17	11.00	66.99	58.25	72.33	0.61	0.17	10.00	73.79	66.02	78.16	0.30	0.16	12.00	66.51	59.33	72.25	0.34	0.15	12.00	67.62	60.48	72.38	0.31	0.15	12.00	66.35	58.29	71.56	0.34	0.15	11.00	66.82	60.66	72.04	0.33	0.15	12.00	66.35	60.19	70.62	0.29	0.15	12.00	64.42	57.69	69.71	0.32	0.14	14.00	66.35	60.10	68.27	0.33	0.15	14.00	65.87	59.62	70.19	0.32	0.13	13.00	64.90	59.13	69.71	0.34	0.14	12.00	65.38	59.62	70.67	0.37	0.15	13.00	65.87	60.10	71.63
Niger	NER	-0.87	0.32	3.00	20.97	2.69	45.70	-0.98	0.27	5.00	17.53	1.03	35.05	-0.88	0.27	5.00	21.83	4.06	38.58	-0.99	0.26	5.00	15.66	1.01	33.84	-0.93	0.23	6.00	16.67	5.56	34.85	-0.82	0.20	7.00	22.44	10.73	36.59	-0.72	0.20	7.00	26.34	14.63	43.41	-0.85	0.18	9.00	20.00	10.24	34.63	-0.75	0.18	9.00	24.76	14.08	37.38	-0.72	0.18	9.00	27.18	15.53	39.32	-0.61	0.17	10.00	31.10	20.10	44.98	-0.66	0.17	10.00	29.52	17.62	42.38	-0.64	0.16	11.00	29.38	18.96	43.13	-0.64	0.15	11.00	30.81	18.96	42.65	-0.61	0.16	12.00	33.18	21.33	45.02	-0.69	0.15	12.00	28.85	15.87	40.87	-0.65	0.15	13.00	29.33	18.27	42.31	-0.64	0.15	13.00	31.73	16.35	41.83	-0.66	0.14	13.00	27.40	17.31	41.83	-0.58	0.14	13.00	30.77	22.60	42.79	-0.55	0.15	13.00	32.21	23.08	44.23
Nigeria	NGA	-1.19	0.26	4.00	8.60	0.00	25.81	-1.16	0.21	6.00	11.34	0.52	24.74	-1.22	0.20	7.00	6.60	0.51	20.30	-1.43	0.18	8.00	0.51	0.00	9.60	-1.36	0.18	10.00	4.55	0.00	10.61	-1.34	0.16	12.00	6.34	0.98	12.68	-1.16	0.16	12.00	12.20	2.44	18.05	-1.12	0.15	15.00	10.73	3.90	19.51	-1.05	0.15	15.00	14.08	5.34	20.87	-0.89	0.15	15.00	19.42	11.17	30.10	-1.03	0.15	15.00	16.27	5.26	23.44	-1.05	0.15	15.00	15.24	4.29	21.90	-1.17	0.14	16.00	10.90	2.37	18.48	-1.17	0.13	16.00	10.90	2.37	18.01	-1.22	0.13	16.00	9.48	1.42	15.64	-1.27	0.13	15.00	8.17	2.88	12.98	-1.08	0.13	15.00	12.50	7.69	19.23	-1.03	0.14	15.00	13.46	9.62	21.63	-1.08	0.13	15.00	12.50	9.13	17.79	-1.05	0.13	15.00	13.46	9.62	21.15	-1.09	0.14	15.00	12.98	9.13	19.23
Nicaragua	NIC	-0.56	0.24	5.00	33.87	17.74	51.08	-0.89	0.22	5.00	21.65	6.70	35.05	-1.01	0.21	6.00	14.72	3.55	30.46	-0.48	0.19	7.00	37.88	26.77	52.53	-0.48	0.18	9.00	37.88	24.75	52.02	-0.40	0.17	11.00	41.95	27.80	53.66	-0.61	0.17	12.00	33.66	19.02	46.34	-0.67	0.17	14.00	29.27	18.05	40.00	-0.77	0.17	14.00	23.79	14.08	36.89	-0.76	0.17	13.00	24.76	14.56	37.86	-0.72	0.16	14.00	25.36	17.70	38.28	-0.75	0.16	14.00	24.29	16.19	37.62	-0.73	0.16	14.00	23.70	17.54	39.34	-0.77	0.14	15.00	25.12	15.64	35.07	-0.74	0.14	14.00	25.59	16.59	37.44	-0.89	0.14	13.00	19.71	12.50	29.81	-0.89	0.14	13.00	18.75	12.02	28.37	-0.87	0.14	13.00	18.27	12.02	31.73	-0.87	0.13	14.00	18.27	12.02	26.44	-1.09	0.12	14.00	12.50	9.13	17.31	-1.12	0.14	12.00	12.50	7.69	18.27
