Malta	MLT	1.32	0.42	3.00	94.15	68.09	100.00	1.43	0.38	3.00	96.81	73.94	100.00	1.59	0.40	3.00	98.41	79.89	100.00	1.60	0.39	3.00	97.88	82.01	100.00	1.55	0.32	4.00	99.50	82.41	100.00	1.32	0.31	5.00	95.63	74.27	100.00	1.38	0.30	5.00	96.60	75.24	100.00	1.23	0.27	6.00	92.75	70.53	100.00	1.27	0.26	6.00	95.17	77.29	100.00	1.27	0.26	6.00	95.19	75.00	100.00	1.25	0.25	7.00	92.89	76.30	100.00	1.25	0.24	7.00	91.94	75.83	100.00	1.06	0.24	7.00	84.83	68.25	98.10	1.07	0.23	7.00	87.20	69.19	98.58	1.04	0.23	7.00	83.89	66.82	98.10	1.13	0.20	7.00	90.48	73.33	98.10	1.06	0.21	7.00	88.57	69.05	97.62	1.08	0.21	7.00	90.48	71.43	98.10	1.25	0.22	7.00	93.81	78.57	98.57	1.29	0.22	7.00	93.81	81.43	99.52	1.09	0.24	6.00	89.05	69.05	96.67
Myanmar	MMR	-1.26	0.37	4.00	10.11	3.72	23.94	-1.48	0.35	4.00	10.11	3.72	18.09	-1.67	0.34	4.00	6.88	1.06	15.34	-1.41	0.32	4.00	12.70	2.65	20.11	-1.15	0.30	4.00	16.08	5.53	26.63	-0.99	0.29	5.00	18.93	7.77	29.13	-0.90	0.29	5.00	20.87	10.68	33.98	-0.85	0.28	5.00	21.26	12.56	31.40	-1.06	0.27	5.00	16.43	9.18	25.12	-1.09	0.27	5.00	15.38	9.13	24.04	-1.29	0.27	5.00	11.85	5.21	19.91	-1.29	0.27	5.00	10.90	4.27	20.85	-1.11	0.26	5.00	14.69	5.69	25.59	-0.94	0.23	6.00	18.48	9.00	27.49	-1.14	0.23	8.00	14.22	7.58	21.33	-1.09	0.20	8.00	11.43	8.10	20.95	-1.17	0.20	8.00	10.48	8.10	20.00	-0.80	0.21	7.00	18.10	10.95	28.10	-1.08	0.22	7.00	13.33	8.57	20.00	-1.26	0.22	7.00	11.43	7.14	15.24	-1.26	0.23	7.00	11.43	7.14	16.67
Mongolia	MNG	0.75	0.42	3.00	71.81	49.47	97.34	0.35	0.38	3.00	60.11	34.57	81.38	0.82	0.40	3.00	75.66	52.91	95.24	1.17	0.39	3.00	88.36	65.61	100.00	0.96	0.33	3.00	80.90	59.30	98.49	0.77	0.32	4.00	73.79	53.88	94.66	0.88	0.30	5.00	75.24	57.28	95.63	0.65	0.31	5.00	65.70	49.28	90.82	0.67	0.28	5.00	69.57	50.24	91.30	0.54	0.28	5.00	64.42	47.12	81.25	0.61	0.25	7.00	67.77	51.18	85.31	0.60	0.24	7.00	66.35	52.13	83.89	0.61	0.24	7.00	65.88	54.50	81.99	0.47	0.22	8.00	62.09	49.76	72.99	0.49	0.23	8.00	63.51	50.71	73.46	0.79	0.20	8.00	73.33	60.48	89.05	0.72	0.20	9.00	69.05	59.05	87.14	0.80	0.20	9.00	73.33	61.90	90.95	0.79	0.21	9.00	73.33	62.38	89.52	0.84	0.21	9.00	73.33	62.86	91.43	0.64	0.23	8.00	68.57	55.71	84.29
Montenegro	MNE	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	0.04	0.64	1.00	46.86	17.39	86.96	0.11	0.44	3.00	47.34	25.60	76.81	0.77	0.30	4.00	72.12	54.81	94.71	0.82	0.31	4.00	74.41	53.55	94.79	0.58	0.27	5.00	65.40	50.71	85.31	0.57	0.27	5.00	63.98	50.24	81.99	0.60	0.25	5.00	64.93	52.61	82.94	0.50	0.25	5.00	64.45	48.82	75.36	0.22	0.21	5.00	54.76	40.95	64.29	0.14	0.22	5.00	52.38	38.57	60.95	0.28	0.23	5.00	55.71	43.33	66.67	-0.06	0.24	5.00	42.86	29.52	58.57	0.05	0.23	5.00	49.52	35.24	60.95	0.01	0.25	4.00	47.62	30.00	59.52
Mozambique	MOZ	-0.05	0.37	4.00	46.28	23.40	65.43	0.11	0.35	4.00	51.06	30.32	69.15	-0.13	0.34	4.00	40.74	25.40	64.55	0.19	0.32	4.00	51.32	31.75	70.37	0.25	0.29	5.00	52.26	37.69	70.35	0.00	0.29	6.00	44.66	29.61	62.14	0.12	0.28	6.00	50.49	36.41	65.05	0.52	0.25	7.00	61.84	48.79	78.26	0.36	0.24	7.00	55.56	41.55	72.46	0.38	0.25	7.00	57.21	43.75	72.60	0.63	0.25	7.00	68.72	52.13	85.31	0.39	0.24	7.00	58.29	45.02	72.99	0.33	0.24	7.00	58.29	43.60	69.19	0.39	0.23	7.00	59.24	45.50	70.14	-0.23	0.23	7.00	38.39	25.59	52.13	-0.34	0.20	7.00	32.38	23.33	45.24	-0.51	0.21	7.00	27.62	19.52	40.48	-1.09	0.21	7.00	12.86	8.57	20.48	-0.93	0.22	7.00	15.24	9.05	26.19	-0.81	0.22	7.00	18.57	11.43	29.05	-0.75	0.24	6.00	20.00	11.90	33.81
Mauritania	MRT	0.37	0.48	2.00	59.04	31.91	87.23	0.35	0.44	2.00	59.57	33.51	82.98	0.34	0.46	2.00	61.38	32.28	82.54	0.38	0.44	2.00	60.32	31.75	86.24	0.06	0.35	2.00	44.22	29.15	67.34	-0.17	0.33	3.00	38.83	23.30	58.74	-0.23	0.33	3.00	39.32	24.27	55.34	0.24	0.29	5.00	53.62	39.61	68.12	-0.28	0.27	5.00	35.27	23.67	48.31	-0.64	0.27	5.00	24.52	15.38	37.98	-0.88	0.26	6.00	19.43	11.37	30.33	-1.08	0.25	6.00	14.22	9.00	25.12	-1.17	0.25	6.00	13.74	5.21	21.80	-1.13	0.24	6.00	15.17	7.11	21.80	-1.01	0.24	6.00	17.54	7.58	25.12	-0.59	0.21	6.00	25.71	15.24	36.67	-0.64	0.22	6.00	23.33	14.76	35.71	-0.75	0.22	6.00	20.48	11.43	31.43	-0.63	0.23	6.00	24.76	13.81	37.14	-0.62	0.23	6.00	23.81	13.33	37.62	-0.54	0.25	5.00	26.19	14.29	42.38
Martinique	MTQ	0.27	0.61	1.00	56.91	22.87	90.43	0.28	0.58	1.00	56.91	23.94	91.49	0.49	0.60	1.00	67.72	30.16	95.24	0.55	0.52	1.00	67.72	33.33	94.71	0.85	0.41	1.00	73.87	49.75	98.99	1.26	0.37	2.00	94.17	67.96	100.00	1.19	0.37	2.00	90.29	65.05	100.00	1.11	0.36	2.00	89.37	60.87	100.00	1.09	0.33	2.00	89.37	63.29	100.00	0.59	0.33	2.00	67.31	45.67	90.87	0.40	0.37	1.00	59.72	37.44	85.31	0.40	0.39	1.00	59.72	36.02	86.26	0.62	0.34	2.00	67.77	48.82	90.05	0.58	0.30	2.00	63.98	48.82	87.20	0.63	0.32	2.00	65.88	49.76	91.00	0.91	0.26	2.00	77.62	61.90	97.14	0.98	0.27	2.00	83.33	61.43	97.62	1.00	0.28	2.00	85.24	64.29	98.10	1.00	0.29	2.00	84.76	64.76	97.62	0.98	0.28	2.00	83.81	63.81	97.62	0.79	0.31	2.00	73.33	55.71	94.29
Mauritius	MUS	1.09	0.49	2.00	86.17	57.45	100.00	0.97	0.46	2.00	81.38	53.72	100.00	0.76	0.44	2.00	73.54	45.50	95.24	1.12	0.32	4.00	86.77	68.25	99.47	1.01	0.31	4.00	82.41	63.32	98.49	0.97	0.32	4.00	80.10	61.65	99.03	1.03	0.33	4.00	81.55	63.11	99.51	0.78	0.28	5.00	70.53	54.11	92.75	0.88	0.28	5.00	78.26	59.42	96.62	0.89	0.28	5.00	76.92	58.65	99.04	0.71	0.26	6.00	71.09	53.08	89.10	0.64	0.25	6.00	67.30	52.13	86.73	0.95	0.28	5.00	76.30	62.09	98.10	0.97	0.24	6.00	79.62	63.98	96.21	0.94	0.24	6.00	78.20	64.45	95.26	0.67	0.21	6.00	68.10	58.10	83.81	1.00	0.22	6.00	84.76	66.19	96.67	1.01	0.22	6.00	86.19	66.67	96.19	0.97	0.23	6.00	81.43	65.71	96.19	0.88	0.23	6.00	79.52	63.81	92.38	0.82	0.25	5.00	74.29	59.52	93.33
Malawi	MWI	-0.45	0.37	4.00	31.91	14.89	52.13	-0.07	0.35	4.00	42.55	25.00	63.30	-0.33	0.34	4.00	34.39	19.58	55.56	0.00	0.32	4.00	47.09	28.57	65.61	0.04	0.29	5.00	42.71	30.15	63.32	0.12	0.29	6.00	49.03	32.52	65.05	0.10	0.28	6.00	49.51	35.92	64.08	0.12	0.27	6.00	49.28	33.82	63.77	0.08	0.27	5.00	45.41	32.85	61.84	-0.06	0.26	6.00	42.31	28.85	56.25	0.05	0.27	6.00	46.45	31.28	62.09	0.04	0.26	6.00	47.87	32.23	62.09	-0.07	0.25	6.00	42.65	30.33	58.29	0.00	0.23	7.00	44.55	35.55	58.29	-0.21	0.24	7.00	38.86	26.07	54.03	0.08	0.20	7.00	50.00	36.67	59.05	0.03	0.21	7.00	48.10	34.76	58.10	-0.11	0.21	7.00	41.90	28.10	54.29	-0.25	0.22	7.00	37.14	25.24	50.95	-0.42	0.22	7.00	30.48	19.52	44.76	-0.27	0.24	6.00	37.14	22.38	53.33
Malaysia	MYS	0.57	0.37	4.00	66.49	46.81	89.36	-0.04	0.35	4.00	43.62	26.06	64.89	0.09	0.31	5.00	49.74	31.75	69.84	0.54	0.29	6.00	66.14	48.15	82.54	0.49	0.28	6.00	63.32	41.71	79.90	0.35	0.28	7.00	57.28	41.26	74.27	0.56	0.27	7.00	64.56	50.00	80.10	0.29	0.25	8.00	54.11	41.55	66.67	0.19	0.24	8.00	49.28	37.68	66.67	0.11	0.24	8.00	48.56	35.10	61.54	-0.04	0.24	8.00	42.65	30.81	55.92	0.14	0.24	8.00	51.18	36.02	64.45	0.08	0.24	9.00	49.29	36.02	62.09	-0.01	0.22	9.00	44.08	35.55	57.82	0.05	0.23	9.00	47.39	36.49	60.19	0.27	0.19	9.00	57.62	42.86	65.24	0.26	0.20	9.00	56.67	43.33	64.29	0.14	0.20	9.00	49.52	38.10	61.90	0.12	0.21	9.00	51.43	38.57	62.86	0.26	0.21	9.00	55.24	42.38	66.19	0.11	0.23	8.00	50.95	37.14	61.90
Namibia	NAM	0.85	0.37	4.00	74.47	54.79	99.47	0.51	0.35	4.00	64.36	42.55	82.98	-0.25	0.34	4.00	35.98	20.11	58.73	0.15	0.30	5.00	49.74	31.75	68.78	0.48	0.29	5.00	60.80	41.21	79.90	0.66	0.29	6.00	69.42	52.91	89.32	0.63	0.28	6.00	66.02	51.46	85.44	0.78	0.27	6.00	71.50	54.11	92.75	1.02	0.26	6.00	83.57	66.67	98.55	1.20	0.26	6.00	93.75	72.12	100.00	0.93	0.25	7.00	80.57	63.51	94.79	0.85	0.24	7.00	75.83	60.66	91.47	0.91	0.24	7.00	73.46	63.51	95.73	0.98	0.23	7.00	81.04	64.93	96.21	0.96	0.23	7.00	78.67	64.93	95.26	0.61	0.20	7.00	66.67	57.62	78.10	0.73	0.21	7.00	69.52	59.05	89.05	0.71	0.21	7.00	70.95	58.57	89.52	0.63	0.22	7.00	67.14	54.76	82.86	0.70	0.22	7.00	69.05	57.62	88.10	0.53	0.24	6.00	65.71	53.81	79.52
Niger	NER	0.03	0.42	3.00	48.40	23.40	68.62	-0.31	0.38	3.00	34.57	18.09	57.45	0.12	0.40	3.00	51.32	29.63	73.54	-0.13	0.39	3.00	42.86	22.75	65.61	0.04	0.33	3.00	43.22	29.15	65.33	-0.51	0.32	4.00	29.13	17.96	45.15	-0.49	0.31	4.00	31.55	18.45	47.09	-0.23	0.29	5.00	40.10	25.12	53.62	-0.46	0.27	5.00	29.47	18.36	41.55	-0.67	0.27	5.00	24.04	13.46	37.02	-1.15	0.25	6.00	14.69	7.58	21.33	-1.16	0.25	6.00	13.27	8.06	22.27	-0.88	0.25	6.00	19.91	11.85	30.81	-1.15	0.23	6.00	14.69	7.11	21.80	-1.32	0.24	6.00	9.48	6.16	18.01	-1.18	0.21	6.00	10.00	8.10	18.57	-1.07	0.21	6.00	13.33	9.05	21.90	-1.10	0.22	6.00	11.90	8.57	20.00	-1.27	0.22	6.00	10.00	8.10	16.19	-1.35	0.22	6.00	9.05	6.67	13.33	-1.40	0.24	6.00	9.52	5.71	13.33
Nigeria	NGA	-1.06	0.37	4.00	15.96	6.38	31.91	-0.59	0.35	4.00	26.60	13.30	43.62	-1.46	0.34	4.00	9.52	1.59	19.58	-1.63	0.30	5.00	7.41	1.06	17.46	-1.63	0.29	5.00	6.03	2.51	16.08	-1.75	0.29	6.00	4.85	2.43	12.62	-1.67	0.28	6.00	6.31	1.46	13.59	-2.03	0.25	7.00	2.42	0.48	8.21	-2.01	0.24	7.00	3.86	0.97	7.73	-1.86	0.25	7.00	5.29	1.92	9.62	-2.00	0.25	7.00	4.27	1.42	7.58	-2.21	0.24	7.00	2.84	0.95	4.27	-1.96	0.24	8.00	3.32	1.90	5.21	-2.04	0.22	8.00	3.32	1.90	5.69	-2.09	0.23	8.00	3.79	1.42	6.16	-2.13	0.20	8.00	5.24	2.38	6.19	-1.93	0.20	8.00	6.19	2.86	7.62	-1.88	0.21	8.00	6.19	4.29	8.57	-2.00	0.22	8.00	5.24	2.38	8.10	-2.09	0.21	8.00	4.76	1.43	6.67	-1.93	0.23	7.00	5.24	2.86	8.10
Nicaragua	NIC	-0.52	0.37	4.00	28.19	13.30	50.00	-0.49	0.35	4.00	30.32	15.96	48.40	-0.06	0.34	4.00	42.33	26.46	68.25	-0.09	0.30	5.00	44.97	26.98	60.85	-0.37	0.29	5.00	34.17	22.11	47.24	-0.34	0.29	6.00	34.47	21.36	49.03	-0.34	0.28	6.00	36.41	22.82	50.00	-0.27	0.27	6.00	36.71	25.12	51.21	-0.12	0.26	6.00	39.61	27.05	54.59	-0.22	0.26	6.00	37.50	24.04	52.88	-0.31	0.25	7.00	33.65	21.80	47.87	-0.50	0.24	7.00	27.96	18.96	41.71	-0.27	0.24	7.00	38.39	25.59	50.24	-0.35	0.22	8.00	36.97	23.22	45.50	-0.25	0.23	8.00	37.91	25.12	51.18	-0.04	0.20	8.00	43.33	30.48	57.62	-0.09	0.20	8.00	43.33	30.95	55.24	-0.09	0.21	7.00	43.81	29.52	55.24	-0.05	0.22	8.00	44.29	30.48	56.67	-0.94	0.21	8.00	14.76	10.48	24.76	-1.03	0.23	7.00	13.33	9.05	22.38
Niue	NIU	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1.14	0.72	1.00	90.05	42.65	100.00	1.32	0.61	1.00	94.79	54.50	100.00	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Netherlands	NLD	1.53	0.37	4.00	100.00	76.60	100.00	1.59	0.35	4.00	100.00	81.91	100.00	1.76	0.31	5.00	100.00	90.48	100.00	1.31	0.29	6.00	93.65	75.13	100.00	1.16	0.28	6.00	87.44	69.85	99.50	1.02	0.28	7.00	81.55	63.59	98.54	0.99	0.27	7.00	79.13	64.08	99.03	0.90	0.27	7.00	75.85	59.42	96.14	0.78	0.26	7.00	73.43	55.56	92.75	0.87	0.26	7.00	76.44	58.65	95.67	0.94	0.24	8.00	81.99	63.98	94.79	0.94	0.24	8.00	81.52	64.45	95.26	1.11	0.24	9.00	89.57	68.72	99.05	1.19	0.22	9.00	91.47	72.99	99.53	1.14	0.23	9.00	91.00	69.19	99.05	1.05	0.19	9.00	86.19	69.52	97.14	0.93	0.20	9.00	80.48	65.24	94.76	0.91	0.20	9.00	77.62	65.24	93.33	0.92	0.21	9.00	80.48	65.24	94.29	0.86	0.21	9.00	77.62	63.81	91.90	0.86	0.23	8.00	75.71	61.90	93.33
Norway	NOR	1.46	0.37	4.00	99.47	73.94	100.00	1.44	0.35	4.00	98.40	76.06	100.00	1.53	0.31	5.00	96.30	80.95	100.00	1.61	0.29	6.00	98.41	86.77	100.00	1.21	0.28	6.00	94.47	70.35	99.50	1.20	0.28	7.00	92.23	72.33	100.00	1.30	0.27	7.00	93.69	74.27	100.00	1.25	0.25	8.00	93.72	73.43	100.00	1.15	0.24	8.00	91.79	71.98	100.00	1.29	0.24	8.00	95.67	76.44	100.00	1.28	0.24	8.00	93.36	78.67	100.00	1.33	0.24	8.00	95.26	81.04	100.00	1.34	0.24	9.00	97.16	76.78	99.53	1.33	0.22	9.00	95.26	79.15	99.53	1.35	0.23	9.00	95.73	81.52	99.53	1.12	0.19	9.00	89.52	73.81	98.10	1.16	0.20	9.00	91.43	72.38	98.57	1.20	0.20	9.00	93.33	74.29	99.52	1.17	0.21	9.00	90.48	74.76	98.10	1.15	0.21	9.00	90.48	71.90	98.10	1.19	0.23	8.00	92.38	73.33	97.62
Nepal	NPL	-0.07	0.48	2.00	45.74	20.74	68.62	-0.73	0.44	2.00	21.81	10.64	44.15	-1.17	0.46	2.00	13.76	3.70	31.75	-1.72	0.44	2.00	4.76	0.00	19.05	-1.89	0.35	2.00	4.52	0.00	10.55	-2.15	0.31	4.00	2.91	0.49	5.34	-2.10	0.30	4.00	1.94	0.49	6.31	-1.89	0.32	4.00	4.35	0.48	11.59	-1.88	0.30	4.00	4.83	1.93	9.18	-1.83	0.30	4.00	6.73	1.92	10.58	-1.62	0.26	6.00	7.58	2.84	13.27	-1.58	0.25	6.00	7.58	3.79	12.32	-1.42	0.25	6.00	8.06	4.27	16.59	-1.38	0.23	7.00	8.53	5.21	17.54	-1.13	0.24	7.00	14.69	7.58	21.80	-0.72	0.20	7.00	21.43	12.38	30.00	-1.00	0.21	7.00	14.29	9.05	22.86	-0.85	0.22	7.00	17.14	10.95	26.67	-0.69	0.22	7.00	22.38	13.33	32.86	-0.60	0.22	7.00	24.76	14.29	38.57	-0.47	0.24	6.00	28.57	16.67	46.19
Nauru	NRU	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1.17	0.56	1.00	91.96	52.76	100.00	1.13	0.59	1.00	89.32	51.46	100.00	1.07	0.62	1.00	84.95	47.57	100.00	1.04	0.64	1.00	84.54	44.93	100.00	1.08	0.65	1.00	87.44	43.00	100.00	1.01	0.66	1.00	83.65	41.35	100.00	1.38	0.56	2.00	96.68	61.61	100.00	1.45	0.48	2.00	98.58	67.30	100.00	1.06	0.61	1.00	84.36	48.82	100.00	1.03	0.64	1.00	85.31	43.13	100.00	1.05	0.60	1.00	85.78	48.82	100.00	0.60	0.51	1.00	66.19	36.67	98.10	0.54	0.55	1.00	62.38	33.33	98.10	0.58	0.57	1.00	65.71	32.38	99.05	0.52	0.58	1.00	64.76	29.52	97.62	0.86	0.60	1.00	77.14	41.90	99.52	0.86	0.60	1.00	77.14	42.86	99.52
New Zealand	NZL	1.34	0.37	4.00	94.68	71.28	100.00	1.32	0.35	4.00	93.62	72.87	100.00	1.36	0.31	5.00	93.65	76.19	100.00	1.32	0.29	6.00	94.18	75.66	100.00	1.19	0.28	6.00	93.47	70.35	99.50	1.50	0.28	7.00	99.03	83.01	100.00	1.25	0.27	7.00	91.75	70.39	100.00	1.26	0.25	8.00	94.20	73.43	100.00	1.24	0.24	8.00	94.69	77.29	100.00	1.16	0.24	8.00	91.83	72.12	100.00	1.07	0.24	8.00	86.73	69.67	99.05	1.24	0.24	8.00	91.47	75.36	99.53	1.38	0.24	9.00	97.63	81.04	99.53	1.36	0.22	9.00	96.68	82.94	99.53	1.45	0.23	9.00	98.58	87.20	99.53	1.47	0.19	9.00	99.52	90.48	99.52	1.53	0.20	9.00	99.05	92.38	99.52	1.52	0.20	9.00	99.52	91.90	99.52	1.59	0.21	9.00	98.57	92.86	100.00	1.54	0.21	9.00	99.05	91.43	99.52	1.51	0.23	8.00	97.14	90.95	99.52
Oman	OMN	0.87	0.37	4.00	75.00	54.79	99.47	0.86	0.35	4.00	75.53	56.91	96.28	1.12	0.34	4.00	83.07	69.84	98.94	0.93	0.32	4.00	79.37	61.38	95.24	1.06	0.30	4.00	84.92	64.32	99.50	1.12	0.29	5.00	86.89	66.99	99.51	0.95	0.29	5.00	78.64	61.17	99.03	0.84	0.28	5.00	73.43	56.52	95.65	0.94	0.26	6.00	79.23	61.84	98.55	0.92	0.26	6.00	79.33	60.58	99.04	0.83	0.25	7.00	75.83	60.66	92.42	0.59	0.24	7.00	65.88	51.66	82.94	0.43	0.24	7.00	61.61	48.82	71.09	0.46	0.23	7.00	61.61	48.82	72.99	0.46	0.23	7.00	62.56	48.82	72.04	0.73	0.20	7.00	70.00	59.05	87.62	0.78	0.21	7.00	71.43	60.48	89.52	0.76	0.21	7.00	72.86	59.52	90.48	0.75	0.22	6.00	71.90	60.48	89.52	0.66	0.22	6.00	67.14	56.67	85.71	0.59	0.24	6.00	67.14	54.29	82.86
Pakistan	PAK	-1.12	0.37	4.00	14.36	5.85	28.19	-1.12	0.35	4.00	14.89	7.45	27.66	-1.10	0.34	4.00	15.87	6.88	29.10	-1.64	0.32	4.00	6.35	1.06	17.46	-1.55	0.29	5.00	7.54	3.02	19.10	-1.58	0.29	6.00	5.83	3.40	15.53	-1.75	0.28	6.00	5.34	0.97	11.17	-2.03	0.25	7.00	2.90	0.48	8.21	-2.43	0.24	7.00	0.97	0.00	3.38	-2.57	0.25	7.00	0.96	0.00	1.92	-2.64	0.25	7.00	1.42	0.00	1.90	-2.68	0.24	7.00	0.47	0.00	1.90	-2.81	0.24	8.00	0.47	0.00	1.90	-2.68	0.22	8.00	0.95	0.00	1.90	-2.60	0.23	8.00	0.95	0.00	1.90	-2.40	0.20	8.00	3.33	0.00	5.24	-2.48	0.20	8.00	1.43	0.00	4.76	-2.48	0.21	8.00	1.43	0.00	4.29	-2.41	0.22	8.00	1.90	0.48	3.81	-2.26	0.21	8.00	2.86	0.95	5.24	-2.25	0.23	7.00	3.33	0.95	5.24
Panama	PAN	0.12	0.37	4.00	52.13	28.72	71.28	0.37	0.35	4.00	60.64	36.17	78.72	0.25	0.34	4.00	57.14	34.39	75.13	0.34	0.30	5.00	57.67	42.33	75.13	0.07	0.29	5.00	46.23	31.66	63.82	0.08	0.29	6.00	48.54	31.55	63.11	-0.16	0.28	6.00	41.26	27.18	55.34	-0.07	0.27	6.00	43.00	29.47	56.52	-0.06	0.26	6.00	41.55	28.02	56.52	-0.10	0.26	6.00	40.38	27.88	55.29	0.06	0.25	7.00	47.39	32.70	61.61	-0.12	0.24	7.00	41.71	27.01	54.03	-0.03	0.24	7.00	45.97	32.23	59.24	-0.18	0.22	8.00	39.81	27.49	52.13	-0.14	0.23	8.00	41.23	28.44	55.45	0.21	0.20	8.00	54.29	40.95	62.86	0.39	0.20	8.00	59.05	49.05	69.05	0.41	0.21	8.00	60.00	48.57	72.38	0.39	0.22	8.00	60.95	46.67	70.95	0.27	0.21	8.00	56.19	42.86	66.19	0.31	0.23	7.00	58.10	46.19	69.05
Palau	PLW	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1.17	0.56	1.00	91.96	52.76	100.00	1.13	0.59	1.00	89.32	51.46	100.00	1.07	0.62	1.00	84.95	47.57	100.00	1.04	0.64	1.00	84.54	44.93	100.00	1.08	0.65	1.00	87.44	43.00	100.00	1.01	0.66	1.00	83.65	41.35	100.00	1.38	0.56	2.00	96.68	61.61	100.00	1.45	0.48	2.00	98.58	67.30	100.00	1.06	0.61	1.00	84.36	48.82	100.00	1.03	0.64	1.00	85.31	43.13	100.00	1.05	0.60	1.00	85.78	48.82	100.00	0.99	0.51	1.00	82.86	51.90	99.52	0.92	0.55	1.00	79.52	47.14	99.52	0.95	0.57	1.00	80.00	47.62	99.52	0.87	0.58	1.00	78.10	40.95	99.52	0.86	0.60	1.00	77.14	41.90	99.52	0.86	0.60	1.00	77.14	42.86	99.52
Peru	PER	-1.06	0.37	4.00	15.43	6.38	31.91	-0.52	0.35	4.00	29.79	15.96	46.81	-0.99	0.34	4.00	17.99	8.47	31.75	-0.97	0.30	5.00	20.11	11.11	29.63	-1.16	0.29	5.00	15.58	5.53	26.13	-1.03	0.29	6.00	17.96	7.77	26.70	-0.98	0.28	6.00	18.93	8.74	29.13	-0.84	0.25	7.00	21.74	13.04	31.40	-0.77	0.24	7.00	20.77	13.04	31.40	-0.89	0.24	8.00	17.31	11.54	28.85	-1.18	0.24	8.00	13.74	7.58	20.38	-1.00	0.24	8.00	16.59	9.95	25.59	-0.76	0.24	9.00	21.80	13.74	34.12	-0.91	0.22	9.00	19.43	11.37	27.49	-0.81	0.23	9.00	20.38	13.27	31.75	-0.55	0.19	9.00	27.14	17.14	36.67	-0.40	0.20	9.00	32.38	21.90	43.33	-0.20	0.20	9.00	38.10	25.24	49.05	-0.26	0.21	9.00	36.19	25.24	49.52	-0.26	0.21	9.00	37.62	23.81	50.48	-0.14	0.23	8.00	42.38	27.14	54.76
Philippines	PHL	-0.48	0.37	4.00	29.79	14.89	52.13	-0.25	0.35	4.00	35.11	18.62	57.45	-1.39	0.31	5.00	11.11	4.76	19.58	-0.86	0.29	6.00	20.63	12.70	31.22	-1.56	0.28	6.00	7.04	3.52	18.09	-1.71	0.28	7.00	5.34	2.43	13.11	-1.18	0.27	7.00	14.08	6.31	25.24	-1.64	0.25	8.00	8.21	1.93	13.53	-1.60	0.24	8.00	8.21	3.86	12.56	-1.78	0.24	8.00	8.17	1.92	10.58	-1.73	0.24	8.00	6.16	2.37	10.90	-1.65	0.24	8.00	5.21	3.32	11.85	-1.39	0.24	9.00	9.48	5.21	16.59	-1.19	0.22	9.00	13.74	7.11	20.38	-1.08	0.23	9.00	16.11	7.58	23.22	-0.71	0.19	9.00	21.90	13.33	30.00	-0.86	0.20	9.00	19.52	10.00	26.19	-1.38	0.20	9.00	9.52	7.14	13.33	-1.18	0.21	9.00	11.43	8.57	17.14	-1.08	0.21	9.00	12.86	8.10	20.00	-0.88	0.23	8.00	16.67	11.43	27.14
