Malta	MLT	0.97	0.35	3.00	78.26	64.67	93.48	1.06	0.39	3.00	83.94	66.32	95.34	1.15	0.37	3.00	85.13	68.72	94.87	1.10	0.29	3.00	82.65	70.41	93.37	1.18	0.23	4.00	83.16	75.00	91.33	1.13	0.25	4.00	81.77	73.40	91.63	1.06	0.19	4.00	78.92	71.08	90.69	1.12	0.23	5.00	84.31	72.06	92.16	1.14	0.25	5.00	85.44	71.84	93.20	1.20	0.26	5.00	86.41	73.79	94.66	1.37	0.23	6.00	89.00	78.95	97.13	1.43	0.25	6.00	90.91	81.82	98.56	1.34	0.25	6.00	89.10	78.67	95.73	1.33	0.26	6.00	89.10	77.25	96.21	1.30	0.26	6.00	88.15	77.25	94.79	1.08	0.26	6.00	82.21	72.60	91.83	1.17	0.25	6.00	84.62	73.56	91.83	1.16	0.27	6.00	85.10	75.48	92.31	1.28	0.26	6.00	87.98	77.88	93.75	1.34	0.26	6.00	87.98	79.33	94.71	0.96	0.26	6.00	77.40	71.15	89.90
Myanmar	MMR	-1.68	0.31	4.00	4.35	0.54	11.41	-1.79	0.34	4.00	4.66	0.00	10.36	-2.04	0.32	4.00	2.56	0.00	6.67	-2.06	0.23	5.00	0.51	0.00	4.08	-2.00	0.20	5.00	1.53	0.00	2.55	-2.34	0.20	6.00	0.00	0.00	1.48	-2.12	0.17	6.00	1.47	0.00	1.96	-2.19	0.21	6.00	0.98	0.00	2.45	-2.27	0.22	6.00	0.97	0.00	2.43	-2.21	0.21	6.00	0.49	0.00	2.43	-2.24	0.20	6.00	1.44	0.00	2.39	-2.24	0.21	6.00	0.96	0.00	2.39	-2.10	0.21	6.00	1.42	0.00	2.37	-1.83	0.22	7.00	2.37	0.95	5.69	-1.49	0.18	10.00	5.21	2.37	10.43	-1.38	0.18	11.00	6.25	3.85	12.02	-1.22	0.18	11.00	8.65	4.33	16.35	-0.87	0.19	10.00	18.75	9.62	29.33	-0.83	0.18	10.00	19.23	11.06	31.73	-0.74	0.18	10.00	23.08	12.50	35.58	-0.76	0.18	10.00	21.63	11.54	34.62
Mongolia	MNG	-0.17	0.35	3.00	48.91	23.37	64.67	-0.07	0.34	4.00	50.26	24.87	67.88	-0.07	0.31	5.00	51.28	27.18	66.15	-0.06	0.24	6.00	52.04	36.22	63.78	-0.44	0.19	6.00	38.78	21.43	50.00	-0.39	0.20	7.00	39.90	22.66	51.23	-0.49	0.17	8.00	35.78	23.04	48.04	-0.33	0.19	9.00	44.12	26.47	53.92	-0.28	0.19	9.00	45.15	29.13	53.88	-0.34	0.18	10.00	43.69	29.13	52.43	-0.30	0.16	12.00	44.50	32.54	52.63	-0.24	0.15	12.00	44.02	35.41	53.11	-0.22	0.15	12.00	44.08	35.07	52.61	-0.21	0.16	13.00	45.50	35.07	53.55	-0.32	0.16	13.00	41.71	30.81	52.13	-0.27	0.18	12.00	44.71	31.25	54.33	-0.35	0.16	14.00	41.83	28.85	50.48	-0.08	0.17	13.00	52.40	40.38	61.54	-0.12	0.17	12.00	50.96	36.06	60.58	0.03	0.17	12.00	56.25	42.79	63.94	-0.01	0.17	12.00	53.85	40.87	63.46
Montenegro	MNE	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	-0.13	0.46	1.00	51.47	20.10	68.14	-0.33	0.29	3.00	43.63	21.08	56.86	-0.18	0.25	4.00	50.49	28.16	57.77	-0.13	0.20	7.00	51.94	35.92	57.28	-0.04	0.20	7.00	52.63	38.76	59.33	-0.07	0.18	8.00	51.20	39.71	57.89	-0.06	0.17	8.00	52.13	40.76	56.87	0.02	0.19	8.00	53.55	42.65	60.19	0.07	0.19	8.00	54.03	45.02	63.51	0.13	0.20	8.00	55.29	46.63	66.83	0.23	0.19	9.00	60.10	50.48	69.71	0.22	0.19	8.00	62.50	51.92	70.19	0.30	0.20	7.00	64.90	54.33	72.60	0.36	0.21	7.00	65.38	55.29	74.04	0.37	0.21	7.00	65.38	56.25	74.04
Mozambique	MOZ	-0.52	0.31	4.00	28.26	15.22	53.80	-0.28	0.27	6.00	38.86	22.80	57.51	-0.16	0.25	6.00	43.59	28.21	62.05	-0.31	0.21	7.00	42.86	25.51	55.61	-0.53	0.18	8.00	31.63	19.90	47.45	-0.49	0.17	9.00	33.50	21.18	48.28	-0.71	0.16	9.00	25.00	18.14	37.25	-0.56	0.17	10.00	30.39	21.08	45.10	-0.55	0.17	10.00	30.58	20.87	45.63	-0.45	0.17	10.00	36.41	23.30	50.49	-0.39	0.16	10.00	38.28	26.32	49.76	-0.40	0.16	10.00	38.28	27.27	48.80	-0.43	0.16	10.00	36.02	26.54	47.39	-0.45	0.18	10.00	36.02	24.64	46.92	-0.40	0.18	10.00	36.97	26.07	48.34	-0.41	0.18	10.00	37.02	27.40	49.52	-0.50	0.17	10.00	35.10	25.00	47.12	-0.70	0.18	10.00	25.00	13.46	37.02	-0.73	0.17	10.00	25.00	13.46	34.62	-0.75	0.17	10.00	22.60	12.50	34.62	-0.72	0.17	10.00	23.08	12.02	35.10
Mauritania	MRT	-0.40	0.36	2.00	35.87	16.30	61.96	-0.51	0.30	4.00	28.50	14.51	52.85	-0.37	0.28	4.00	34.87	18.46	56.92	0.34	0.28	4.00	64.29	49.49	74.49	-0.05	0.23	4.00	53.57	39.29	64.80	-0.06	0.23	5.00	52.22	38.92	64.53	-0.37	0.18	6.00	43.14	25.49	51.96	-0.43	0.19	8.00	37.75	22.55	50.98	-0.46	0.19	8.00	33.98	21.84	50.97	-0.64	0.18	8.00	28.64	16.99	42.72	-0.68	0.17	9.00	26.32	17.70	37.80	-0.83	0.17	9.00	22.97	13.40	32.54	-0.78	0.17	9.00	23.70	14.22	34.60	-0.64	0.18	9.00	28.44	20.38	40.28	-0.65	0.18	9.00	27.49	18.01	38.39	-0.81	0.19	9.00	24.04	11.06	32.69	-0.87	0.18	9.00	20.67	11.06	30.29	-0.74	0.19	9.00	24.04	12.50	35.10	-0.78	0.18	9.00	23.08	11.54	32.21	-0.81	0.18	9.00	19.23	11.54	32.69	-0.76	0.18	8.00	22.12	11.54	35.10
Martinique	MTQ	1.03	0.39	1.00	80.98	64.67	96.20	1.06	0.45	1.00	82.90	64.77	96.89	1.03	0.43	1.00	82.56	64.10	94.36	0.98	0.37	1.00	79.59	64.80	93.37	0.96	0.28	1.00	77.55	67.35	88.78	0.82	0.32	1.00	75.37	64.53	87.68	0.87	0.21	1.00	75.00	65.20	83.82	0.86	0.31	1.00	75.49	61.27	91.18	0.88	0.37	1.00	77.18	59.71	91.26	0.89	0.38	1.00	78.64	59.71	92.72	0.91	0.41	1.00	77.03	57.89	94.26	0.89	0.46	1.00	77.51	54.55	94.74	0.88	0.46	1.00	77.73	54.98	94.79	0.85	0.50	1.00	76.78	53.08	95.26	0.85	0.50	1.00	76.78	53.55	94.79	1.24	0.51	1.00	87.98	66.35	99.52	1.28	0.46	1.00	87.98	69.71	99.04	1.24	0.49	1.00	86.06	68.27	98.56	1.21	0.47	1.00	85.58	68.75	98.08	1.19	0.49	1.00	85.58	65.87	98.08	1.23	0.49	1.00	86.06	66.83	99.52
Mauritius	MUS	-0.12	0.59	1.00	50.54	14.13	75.00	0.43	0.33	4.00	66.84	49.22	80.31	0.61	0.26	5.00	72.31	58.97	81.54	0.58	0.24	6.00	70.41	59.18	78.57	0.61	0.19	7.00	68.88	63.27	76.02	0.42	0.18	8.00	65.02	57.64	73.40	0.48	0.16	8.00	64.22	58.82	71.08	0.57	0.18	9.00	67.16	58.33	75.98	0.52	0.18	9.00	67.96	57.77	74.76	0.79	0.18	9.00	74.76	65.53	81.55	0.86	0.17	9.00	75.60	67.94	83.25	0.89	0.17	9.00	76.56	71.29	84.21	0.84	0.17	9.00	76.30	70.62	81.99	0.99	0.18	9.00	79.62	73.46	87.20	0.94	0.18	9.00	79.62	73.46	86.26	1.13	0.19	9.00	83.65	75.48	90.38	1.09	0.18	9.00	81.73	75.00	90.38	1.03	0.19	9.00	82.21	75.48	87.50	1.00	0.20	8.00	80.29	73.56	88.46	1.02	0.18	9.00	81.73	75.00	87.50	1.00	0.18	9.00	79.33	74.04	87.50
Malawi	MWI	-0.29	0.31	4.00	42.93	22.83	62.50	-0.22	0.27	6.00	42.49	24.35	61.14	-0.21	0.25	6.00	41.54	24.62	59.49	-0.49	0.21	7.00	34.69	20.41	48.98	-0.45	0.18	8.00	37.76	21.43	48.98	-0.54	0.17	9.00	31.53	20.20	46.31	-0.47	0.16	9.00	36.76	24.51	48.04	-0.51	0.18	9.00	33.33	21.08	47.06	-0.45	0.18	8.00	34.47	22.33	50.97	-0.48	0.17	9.00	35.44	21.84	47.57	-0.45	0.17	9.00	35.41	25.36	47.85	-0.57	0.17	9.00	31.58	21.53	41.63	-0.70	0.17	9.00	26.54	18.96	36.02	-0.70	0.18	10.00	27.01	18.01	36.97	-0.69	0.17	10.00	26.54	17.54	36.49	-0.80	0.18	10.00	25.00	11.54	32.21	-0.82	0.17	10.00	22.60	12.50	31.25	-0.84	0.17	10.00	19.71	10.58	29.33	-0.75	0.17	10.00	23.56	13.46	32.69	-0.68	0.17	10.00	25.48	14.42	36.06	-0.70	0.17	10.00	24.52	13.46	36.06
Malaysia	MYS	0.78	0.28	6.00	73.37	64.13	85.33	0.59	0.26	7.00	70.47	57.51	80.31	0.56	0.22	7.00	69.74	60.00	80.00	0.56	0.20	8.00	69.39	61.22	75.51	0.63	0.17	8.00	69.39	65.31	76.02	0.47	0.18	9.00	66.01	60.59	73.40	0.64	0.16	9.00	68.63	62.25	75.49	0.55	0.18	10.00	66.67	57.84	73.53	0.51	0.18	10.00	66.99	57.77	74.76	0.32	0.18	10.00	61.17	53.88	68.45	0.30	0.17	10.00	61.72	53.11	67.94	0.59	0.17	10.00	70.33	59.81	76.08	0.58	0.16	11.00	71.09	60.19	76.30	0.57	0.18	11.00	70.14	58.77	76.78	0.64	0.17	11.00	73.46	62.09	78.20	0.84	0.19	10.00	75.96	69.23	84.13	0.75	0.17	11.00	74.04	68.75	80.29	0.71	0.18	11.00	75.48	67.79	80.77	0.68	0.19	10.00	74.52	65.87	80.29	0.70	0.18	10.00	74.52	65.87	81.25	0.67	0.18	10.00	73.56	65.87	77.40
Namibia	NAM	0.36	0.31	4.00	64.67	49.46	76.09	0.17	0.27	6.00	58.03	38.86	70.98	0.28	0.25	6.00	64.10	46.67	73.33	0.52	0.20	8.00	67.86	59.18	75.51	0.23	0.18	8.00	60.71	52.55	67.86	0.15	0.17	9.00	58.62	49.26	65.52	0.12	0.16	9.00	57.35	50.49	62.25	0.12	0.18	9.00	56.37	49.51	63.73	-0.03	0.18	9.00	52.91	41.75	58.25	0.17	0.18	8.00	56.31	51.46	64.08	0.11	0.16	10.00	55.50	47.85	63.16	0.09	0.16	10.00	54.07	46.41	61.24	0.05	0.16	10.00	54.03	44.55	60.19	0.08	0.19	9.00	54.50	44.55	63.51	0.09	0.18	9.00	55.92	45.50	63.51	-0.02	0.19	9.00	52.88	41.35	62.50	-0.09	0.17	10.00	50.48	39.90	59.62	-0.14	0.18	10.00	49.52	36.06	59.13	-0.19	0.17	10.00	46.63	32.21	57.69	-0.08	0.19	9.00	51.44	36.06	62.50	-0.11	0.17	10.00	50.96	36.54	62.02
Niger	NER	-0.98	0.35	3.00	16.85	4.89	33.70	-0.64	0.29	5.00	24.87	12.95	44.56	-0.57	0.27	5.00	27.69	13.33	46.67	-0.68	0.23	6.00	25.00	14.80	43.37	-0.61	0.19	6.00	27.04	17.86	44.90	-0.58	0.19	7.00	28.57	17.73	45.81	-0.41	0.17	7.00	39.71	25.49	50.49	-0.49	0.19	8.00	33.82	21.08	49.02	-0.50	0.19	8.00	32.04	21.84	49.51	-0.42	0.18	8.00	37.86	23.79	51.94	-0.48	0.17	9.00	34.93	24.40	45.93	-0.52	0.16	9.00	33.49	23.44	43.54	-0.53	0.16	9.00	33.18	23.22	42.65	-0.59	0.18	9.00	30.33	21.80	42.65	-0.56	0.18	9.00	31.28	22.27	44.55	-0.72	0.18	9.00	26.92	14.42	35.58	-0.73	0.18	9.00	26.44	13.94	36.06	-0.67	0.18	9.00	26.44	14.42	39.42	-0.68	0.18	9.00	26.92	14.90	37.50	-0.64	0.18	9.00	27.88	14.42	37.02	-0.67	0.17	9.00	26.44	14.42	36.54
Nigeria	NGA	-0.97	0.31	4.00	17.39	5.98	30.43	-0.95	0.27	6.00	16.06	7.25	27.46	-0.75	0.22	7.00	21.54	13.33	34.36	-1.22	0.20	8.00	11.73	4.59	19.90	-1.25	0.18	8.00	10.20	3.06	17.35	-1.35	0.17	9.00	7.88	3.45	14.29	-0.76	0.16	9.00	23.53	16.18	34.80	-0.91	0.17	10.00	19.12	12.25	27.94	-0.89	0.17	10.00	19.42	12.14	27.67	-0.80	0.17	10.00	20.87	15.53	33.01	-0.75	0.16	10.00	24.88	15.31	34.93	-0.73	0.16	10.00	26.32	17.70	35.89	-0.68	0.16	11.00	27.01	19.91	36.02	-0.71	0.17	11.00	26.07	17.54	36.49	-0.66	0.17	11.00	27.01	18.96	37.44	-0.82	0.17	11.00	23.56	11.54	31.25	-0.85	0.17	11.00	21.63	12.02	30.29	-0.92	0.17	11.00	18.27	9.13	26.92	-0.89	0.17	11.00	16.83	11.06	28.37	-0.80	0.16	11.00	19.71	12.02	31.73	-0.86	0.16	11.00	17.79	9.62	29.33
Nicaragua	NIC	-0.44	0.29	5.00	30.98	17.93	55.98	0.01	0.30	5.00	54.40	28.50	68.39	-0.13	0.25	6.00	46.67	28.72	63.59	-0.39	0.21	7.00	40.31	21.94	53.06	-0.38	0.18	7.00	40.82	24.49	52.55	-0.31	0.18	8.00	44.83	27.59	54.68	-0.45	0.16	8.00	38.24	24.51	48.04	-0.43	0.19	8.00	37.25	22.55	50.98	-0.45	0.20	8.00	34.95	21.84	50.97	-0.41	0.19	8.00	38.35	23.79	51.94	-0.43	0.18	9.00	37.32	25.36	48.80	-0.28	0.17	9.00	42.11	31.58	53.11	-0.34	0.17	9.00	41.71	28.91	52.13	-0.30	0.18	10.00	42.65	30.33	53.08	-0.29	0.18	10.00	43.60	30.81	53.08	-0.39	0.19	10.00	37.98	27.40	50.96	-0.39	0.18	10.00	39.42	27.88	49.52	-0.51	0.19	9.00	32.21	20.67	47.12	-0.67	0.18	10.00	27.40	14.90	37.50	-0.71	0.18	10.00	24.52	12.50	36.06	-0.69	0.18	9.00	25.00	12.98	36.54
Niue	NIU	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	-0.94	0.53	1.00	19.62	2.39	51.20	-0.98	0.49	1.00	18.66	2.39	46.41	-0.94	0.52	1.00	20.38	2.37	50.71	-0.91	0.56	1.00	21.80	2.37	53.08	-0.92	0.57	1.00	20.85	1.90	53.08	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Netherlands	NLD	1.84	0.28	6.00	98.37	90.22	100.00	1.93	0.28	6.00	98.45	92.23	100.00	2.10	0.24	6.00	99.49	94.36	100.00	1.87	0.23	6.00	98.98	91.33	100.00	1.75	0.20	6.00	97.45	88.78	100.00	1.78	0.21	6.00	98.52	89.16	100.00	1.66	0.17	6.00	98.53	90.69	100.00	1.68	0.22	6.00	97.06	88.24	100.00	1.80	0.23	6.00	97.57	90.78	100.00	1.78	0.24	6.00	97.09	88.83	100.00	1.70	0.22	7.00	97.13	87.56	100.00	1.73	0.24	7.00	97.13	86.60	100.00	1.81	0.22	8.00	97.16	91.00	100.00	1.75	0.23	8.00	96.21	90.05	100.00	1.77	0.22	8.00	95.73	90.05	100.00	1.77	0.23	8.00	95.67	89.90	99.52	1.80	0.22	8.00	96.63	91.35	99.04	1.98	0.23	8.00	98.56	92.31	100.00	2.05	0.22	8.00	98.56	93.27	100.00	2.02	0.22	8.00	99.04	93.75	100.00	1.86	0.22	8.00	98.08	91.35	100.00
Norway	NOR	1.53	0.28	6.00	93.48	82.07	98.91	1.47	0.28	6.00	92.23	80.31	97.93	1.16	0.24	6.00	85.64	76.92	93.33	1.26	0.23	6.00	85.71	76.02	94.90	1.34	0.20	6.00	88.78	78.57	94.90	1.45	0.21	6.00	90.15	80.30	99.51	1.48	0.17	6.00	91.18	83.82	99.51	1.22	0.21	7.00	86.27	75.98	93.63	1.33	0.22	7.00	87.38	79.13	96.12	1.37	0.23	7.00	88.83	79.13	96.12	1.47	0.22	7.00	92.82	82.78	99.52	1.51	0.24	7.00	92.82	82.78	100.00	1.61	0.22	8.00	93.84	86.73	99.53	1.55	0.23	8.00	92.89	85.31	99.05	1.67	0.22	8.00	94.79	88.15	100.00	1.65	0.23	8.00	92.79	88.46	99.04	1.61	0.22	8.00	92.31	85.10	99.04	1.70	0.23	8.00	92.79	87.50	99.04	1.81	0.22	8.00	96.15	90.87	100.00	1.79	0.22	8.00	96.63	90.38	99.52	1.80	0.22	7.00	97.12	90.38	100.00
Nepal	NPL	-0.40	0.36	2.00	35.87	16.30	61.96	-0.35	0.35	3.00	35.75	16.58	60.62	-0.51	0.31	4.00	31.28	13.33	54.36	-0.52	0.26	5.00	33.16	18.88	51.53	-0.38	0.21	5.00	40.31	22.45	54.08	-0.54	0.20	7.00	31.03	18.23	46.80	-0.53	0.17	7.00	33.33	21.57	46.57	-0.52	0.21	7.00	32.35	20.10	50.00	-0.57	0.21	7.00	29.61	18.45	48.54	-0.62	0.20	7.00	29.61	16.99	45.15	-0.71	0.17	9.00	25.84	17.22	37.32	-0.74	0.17	9.00	25.36	16.75	35.89	-0.72	0.17	9.00	25.12	18.48	35.07	-0.80	0.17	10.00	23.70	12.32	32.70	-0.85	0.17	10.00	22.75	12.32	31.28	-0.83	0.19	10.00	22.12	10.58	32.21	-0.80	0.18	10.00	24.52	12.50	34.62	-0.76	0.19	10.00	23.56	12.02	35.10	-0.72	0.19	10.00	25.96	13.46	36.06	-0.74	0.19	10.00	23.56	12.02	36.06	-0.70	0.19	10.00	24.04	11.54	36.54
Nauru	NRU	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	-0.69	0.67	1.00	24.27	2.43	64.08	-0.87	0.50	1.00	19.42	2.43	52.43	-1.01	0.45	1.00	16.27	2.39	44.98	-1.05	0.44	1.00	15.79	2.39	41.15	-1.08	0.43	1.00	13.74	2.37	38.86	-1.19	0.45	1.00	11.37	1.42	35.55	-1.38	0.48	1.00	7.11	0.95	30.81	-1.24	0.74	1.00	9.13	0.00	52.40	-1.22	0.71	1.00	8.17	0.00	51.44	-0.38	1.05	1.00	38.94	1.44	88.46	-1.10	0.88	1.00	11.54	0.00	65.38	-0.14	1.07	1.00	48.56	2.88	92.31	-0.03	1.07	1.00	53.37	2.88	96.15
New Zealand	NZL	1.89	0.28	6.00	98.91	90.22	100.00	2.03	0.28	6.00	98.96	94.30	100.00	1.74	0.24	6.00	94.87	89.74	99.49	1.61	0.23	6.00	94.39	84.69	100.00	1.68	0.20	6.00	95.92	88.78	100.00	1.76	0.21	6.00	97.54	88.67	100.00	1.63	0.17	6.00	97.06	88.73	100.00	1.70	0.21	7.00	97.55	91.18	100.00	1.71	0.22	7.00	96.60	87.86	100.00	1.80	0.23	7.00	98.06	91.75	100.00	1.83	0.22	7.00	99.52	91.87	100.00	1.81	0.24	7.00	98.56	90.43	100.00	1.97	0.22	8.00	100.00	93.84	100.00	1.85	0.23	8.00	98.58	91.00	100.00	1.83	0.22	8.00	98.10	91.00	100.00	1.95	0.23	8.00	99.04	91.83	100.00	1.92	0.22	8.00	99.04	91.83	100.00	2.04	0.23	8.00	99.04	92.31	100.00	2.09	0.22	8.00	99.04	94.23	100.00	2.01	0.22	8.00	98.56	93.75	100.00	1.88	0.22	8.00	99.04	91.35	100.00
Oman	OMN	0.09	0.31	4.00	58.70	33.70	69.57	-0.03	0.34	4.00	52.33	25.39	68.91	0.08	0.32	4.00	57.44	32.31	71.79	0.72	0.25	5.00	71.43	63.27	83.67	0.71	0.22	4.00	71.94	65.31	80.61	0.66	0.23	4.00	70.44	64.04	78.82	0.55	0.17	5.00	65.69	60.29	72.55	0.60	0.21	5.00	68.63	57.84	77.45	0.61	0.22	6.00	69.42	58.74	79.13	0.70	0.22	6.00	72.33	61.65	81.55	0.53	0.20	7.00	66.99	56.94	75.12	0.44	0.20	7.00	64.59	54.07	75.60	0.32	0.20	7.00	61.14	52.61	73.46	0.47	0.23	7.00	67.30	55.45	75.83	0.48	0.22	7.00	67.77	55.92	75.83	0.69	0.23	7.00	73.56	62.98	81.25	0.57	0.22	7.00	71.63	59.62	78.85	0.61	0.23	7.00	72.60	62.50	80.77	0.42	0.23	6.00	68.27	57.21	75.96	0.17	0.23	6.00	61.54	46.15	71.63	0.29	0.22	7.00	64.42	51.44	73.08
Pakistan	PAK	-0.51	0.31	4.00	28.80	15.22	53.80	-0.48	0.30	5.00	29.02	14.51	54.92	-0.76	0.28	6.00	20.00	10.77	37.95	-0.78	0.22	7.00	21.94	12.24	37.24	-0.71	0.18	8.00	22.96	16.84	39.29	-0.91	0.18	9.00	17.73	10.84	27.59	-0.64	0.16	9.00	26.47	19.61	42.65	-0.48	0.19	10.00	34.31	21.08	49.51	-0.53	0.19	10.00	31.07	20.87	48.06	-0.60	0.18	10.00	30.58	18.45	44.66	-0.58	0.17	10.00	30.62	22.01	43.06	-0.60	0.16	10.00	29.67	21.53	41.63	-0.63	0.16	11.00	28.91	20.85	37.44	-0.72	0.17	11.00	25.59	17.54	36.02	-0.70	0.17	11.00	26.07	17.54	36.02	-0.68	0.18	11.00	28.37	16.83	39.42	-0.63	0.18	11.00	28.85	16.35	42.31	-0.64	0.19	11.00	27.40	15.87	40.87	-0.59	0.18	11.00	29.33	16.35	40.87	-0.64	0.18	11.00	28.37	14.42	37.98	-0.64	0.18	11.00	27.40	14.90	37.98
Panama	PAN	0.65	0.31	4.00	70.11	59.78	83.70	0.87	0.30	5.00	79.27	65.80	90.67	0.58	0.25	6.00	71.28	58.97	81.03	0.48	0.23	6.00	67.35	58.67	75.51	0.34	0.18	7.00	65.31	55.61	69.39	0.26	0.18	8.00	63.55	53.20	67.98	0.17	0.16	8.00	57.84	51.96	62.75	0.32	0.19	8.00	60.78	53.92	70.10	0.37	0.20	8.00	62.62	54.85	71.36	0.62	0.19	8.00	68.93	60.68	78.64	0.37	0.18	9.00	62.68	54.07	72.25	0.38	0.17	9.00	63.16	54.07	74.16	0.43	0.17	9.00	64.45	55.45	74.88	0.38	0.18	10.00	62.56	54.98	72.99	0.36	0.18	10.00	63.03	54.03	73.46	0.37	0.19	9.00	65.38	54.33	73.08	0.35	0.19	9.00	64.42	54.33	72.60	0.36	0.19	9.00	66.35	53.85	73.56	0.39	0.18	9.00	66.35	57.21	74.52	0.36	0.19	9.00	65.87	57.21	73.56	0.36	0.18	9.00	64.90	57.21	73.08
Palau	PLW	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	-0.70	0.50	1.00	24.76	3.40	54.85	-0.83	0.45	1.00	22.97	4.31	50.72	-0.87	0.44	1.00	21.05	3.83	47.37	-0.90	0.43	1.00	20.85	3.32	46.92	-0.99	0.45	1.00	18.01	2.37	43.60	-0.99	0.48	1.00	16.59	2.37	45.50	-0.82	0.74	1.00	23.08	1.92	65.38	-0.81	0.71	1.00	24.04	1.92	64.42	-0.18	1.05	1.00	48.08	2.40	91.83	-0.60	0.88	1.00	28.85	1.44	76.44	-0.06	1.07	1.00	53.37	2.88	93.75	-0.01	1.07	1.00	54.33	2.88	96.15
Peru	PER	0.49	0.29	5.00	65.76	54.89	77.17	0.62	0.28	6.00	71.50	57.51	84.97	0.44	0.25	6.00	67.18	55.90	80.00	0.02	0.21	7.00	54.59	42.35	64.80	0.16	0.18	7.00	58.67	50.00	67.35	0.21	0.18	8.00	62.07	50.25	66.50	0.03	0.16	8.00	54.90	47.55	61.27	0.13	0.19	9.00	56.86	50.00	64.22	0.28	0.19	9.00	60.19	52.43	68.45	0.35	0.18	10.00	63.11	53.88	69.42	0.39	0.17	10.00	63.64	54.55	72.25	0.45	0.17	10.00	65.07	55.98	75.12	0.46	0.16	11.00	66.82	55.92	75.83	0.49	0.18	11.00	68.25	57.35	74.88	0.46	0.17	11.00	66.35	56.87	73.46	0.52	0.18	11.00	68.75	60.10	75.48	0.49	0.17	11.00	69.23	59.62	74.52	0.51	0.18	11.00	69.71	62.02	75.96	0.42	0.17	11.00	67.31	59.13	74.52	0.50	0.17	11.00	69.23	62.50	75.48	0.56	0.17	11.00	71.63	63.94	75.48
Philippines	PHL	0.02	0.28	6.00	54.89	32.07	65.22	0.25	0.26	7.00	61.66	44.56	73.06	0.12	0.22	7.00	58.46	40.51	67.69	-0.10	0.20	8.00	51.53	37.24	61.22	-0.05	0.17	8.00	53.06	42.86	60.71	-0.30	0.18	9.00	45.32	27.59	54.68	-0.18	0.16	9.00	48.53	38.24	55.39	-0.17	0.18	10.00	50.49	34.80	56.37	-0.12	0.18	10.00	51.46	36.89	57.28	-0.08	0.18	10.00	52.43	40.29	57.77	-0.11	0.17	10.00	50.72	38.28	56.94	-0.23	0.17	10.00	44.98	33.97	53.11	-0.23	0.16	11.00	43.60	35.07	53.55	-0.06	0.18	11.00	51.66	39.34	57.35	-0.07	0.17	11.00	50.24	38.39	57.82	-0.04	0.18	11.00	52.40	40.87	61.06	-0.04	0.17	11.00	52.40	42.31	61.06	0.00	0.18	11.00	53.85	42.31	64.42	0.02	0.17	11.00	55.77	41.35	64.90	-0.06	0.17	11.00	53.85	37.98	62.50	0.01	0.17	11.00	55.29	41.35	64.42
